IMG_Contig_Name,Original_Contig_Name,Bin,Contig %GC,Contig Length,Locus_Tag,IMG_Gene_ID,Gene_Start,Gene_Stop,Gene_Length,Homolog_Gene_ID,Homolog_Taxon_ID,Lineage %ID,Lineage,Product,Source,COG_ID,Cog %ID,PFAM_ID,KO_Term,KO %ID,EC_Number
WOR52_10021215,WOR1_52_54_19671,#N/A,39.0244,6888,WOR52_100212159,WOR52_10021215.31,6223,6888,665,2510093290,2510065009,30.6,"Archaea;Crenarchaeota;Thermoprotei;Acidilobales;Caldisphaeraceae;Caldisphaera;lagunensis;Caldisphaera lagunensis IC-154, DSM 15908",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,25.74,pfam00155,KO:K00812,30.6,EC:2.6.1.1
WOR52_10007841,WOR1_52_54_5419,#N/A,34.191,13059,WOR52_100078417,WOR52_10007841.22,6341,8857,2516,2506471094,2506381024,26.4,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,COG4733,13.15,pfam08126,,,
WOR52_10007841,WOR1_52_54_5419,#N/A,34.191,13059,WOR52_100078418,WOR52_10007841.26,9040,11295,2255,2506471094,2506381024,27.2,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,,,pfam08126,,,
WOR52_10001240,16601,#N/A,36.5084,12745,WOR52_1000124012,WOR52_10001240.42,10067,10888,821,2506471874,2506381024,44.6,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase S24-like,pfam00717,COG1809,25,pfam07664,KO:K03100,43.6,EC:3.4.21.89
WOR52_10008107,WOR1_52_54_5705,#N/A,30.471,12740,WOR52_1000810710,WOR52_10008107.36,10524,12740,2216,2506471094,2506381024,25.5,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,,,pfam08126,,,
WOR52_10008833,WOR1_52_54_6497,#N/A,49.5607,11951,WOR52_100088338,WOR52_10008833.23,8250,10520,2270,2506471094,2506381024,30.7,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,,,pfam08126,,,
WOR52_10035485,WOR1_52_54_34633,#N/A,45.0158,11376,WOR52_1003548513,WOR52_10035485.43,10895,11374,479,2506472799,2506381024,38.7,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family M3,pfam01432,,,pfam01432,,,
WOR52_10011307,WOR1_52_54_9161,#N/A,40.3208,10161,WOR52_100113071,WOR52_10011307.1,3,410,407,2506471349,2506381024,35.3,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase propeptide and YPEB domain,pfam03413,COG3391,27.85,pfam01436,,,
WOR52_10012448,WOR1_52_54_10388,#N/A,42.081,9534,WOR52_100124481,WOR52_10012448.1,109,2757,2648,2506472523,2506381024,58.1,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR52_10014915,WOR1_52_54_13005,#N/A,44.1592,8492,WOR52_100149158,WOR52_10014915.21,5868,8387,2519,2506471094,2506381024,28.6,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,COG1843,36.17,pfam13860,,,
WOR52_10017104,WOR1_52_54_15329,#N/A,31.6945,7831,WOR52_100171046,WOR52_10017104.18,3819,6665,2846,2506471857,2506381024,27.3,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,COG4408,28.85,pfam13620,,,
WOR52_10017956,WOR1_52_54_16228,#N/A,33.3596,7608,WOR52_100179563,WOR52_10017956.9,1890,4910,3020,2506471094,2506381024,24.3,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,,,pfam02012,,,
WOR52_10021111,WOR1_52_54_19561,#N/A,48.0803,7423,WOR52_100211112,WOR52_10021111.4,269,2170,1901,2506471712,2506381024,32.5,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR52_10019578,WOR1_52_54_17946,#N/A,37.6107,7224,WOR52_100195781,WOR52_10019578.1,1,3996,3995,2506471279,2506381024,42.7,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,COG1843,23.38,pfam14347,,,
WOR52_10033829,WOR1_52_54_32892,#N/A,39.1902,6693,WOR52_100338293,WOR52_10033829.8,1130,2308,1178,2506472100,2506381024,28.4,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,,,pfam01364,,,
WOR52_10024105,WOR1_52_54_22704,#N/A,42.763,6674,WOR52_100241052,WOR52_10024105.4,340,2739,2399,2506471094,2506381024,31.2,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,COG1361,24,pfam10633,,,
WOR52_10023127,WOR1_52_54_21679,#N/A,38.2079,6551,WOR52_100231272,WOR52_10023127.5,1890,6551,4661,2506471368,2506381024,30.7,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,,,pfam14524,,,
WOR52_10024686,WOR1_52_54_23313,#N/A,39.1249,6285,WOR52_100246861,WOR52_10024686.1,3,3650,3647,2506471094,2506381024,25.1,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,COG5306,18.36,pfam13499,,,
WOR52_10039906,WOR1_52_54_53574,#N/A,43.8078,6161,WOR52_100399065,WOR52_10039906.13,4134,6161,2027,2506471094,2506381024,32,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,,,pfam08126,,,
WOR52_10030425,WOR1_52_54_29338,#N/A,28.9128,5565,WOR52_100304256,WOR52_10030425.19,4323,5564,1241,2506471094,2506381024,30.5,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,,,pfam01364,,,
WOR52_10035296,WOR1_52_54_34433,#N/A,38.8016,5090,WOR52_100352961,WOR52_10035296.1,2,3304,3302,2506471094,2506381024,26.2,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Peptidase family C25,pfam01364,,,pfam04681,,,
WOR52_10003541,WOR1_52_54_654,#N/A,37.0002,32362,WOR52_100035413,WOR52_10003541.9,3253,5085,1832,2506470759,2506381024,63.1,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,53.76,pfam00310,KO:K00820,61.9,EC:2.6.1.16
WOR52_10005591,WOR1_52_54_2973,#N/A,42.2671,25883,WOR52_1000559122,WOR52_10005591.69,21077,22273,1196,2506470829,2506381024,54,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,37.34,pfam00155,KO:K00811,51.7,EC:2.6.1.1
WOR52_10014702,WOR1_52_54_12778,#N/A,42.1981,22046,WOR52_1001470210,WOR52_10014702.28,6258,7454,1196,2506470829,2506381024,52.2,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,36.09,pfam00155,KO:K00811,52.2,EC:2.6.1.1
WOR52_10004863,WOR1_52_54_2166,#N/A,45.4378,19541,WOR52_100048631,WOR52_10004863.1,3,1079,1076,2506473667,2506381024,58.3,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,43.25,pfam00155,KO:K00812,56,EC:2.6.1.1
WOR52_10016654,WOR1_52_54_14856,#N/A,49.3945,17340,WOR52_100166542,WOR52_10016654.5,3286,4482,1196,2506470829,2506381024,53.2,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,36.75,pfam00155,KO:K00811,51.9,EC:2.6.1.1
WOR52_10016000,WOR1_52_54_14165,#N/A,50.498,16868,WOR52_1001600016,WOR52_10016000.44,12290,13486,1196,2506470829,2506381024,54.2,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,37.25,pfam00155,KO:K00811,51.7,EC:2.6.1.1
WOR52_10027100,WOR1_52_54_25853,#N/A,48.8518,10669,WOR52_100271001,WOR52_10027100.1,3,689,686,2506470829,2506381024,55.1,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,37.83,pfam00155,KO:K00812,53.1,EC:2.6.1.1
WOR52_10014341,WOR1_52_54_12397,#N/A,32.2081,8709,WOR52_100143417,WOR52_10014341.22,4464,5666,1202,2506470829,2506381024,51.6,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,33.58,pfam00155,KO:K00811,51.6,EC:2.6.1.1
WOR52_10018501,WOR1_52_54_16810,#N/A,46.4634,7479,WOR52_100185013,WOR52_10018501.9,3447,4643,1196,2506470829,2506381024,54.2,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,37.59,pfam00155,KO:K00811,52.4,EC:2.6.1.1
WOR52_10040027,WOR1_52_54_54523,#N/A,43.1199,7013,WOR52_100400272,WOR52_10040027.5,665,2545,1880,2506470759,2506381024,62.9,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,55.68,pfam01380,KO:K00820,63,EC:2.6.1.16
WOR52_10022244,WOR1_52_54_20749,#N/A,50.1567,6701,WOR52_100222447,WOR52_10022244.21,3991,5187,1196,2506470829,2506381024,53.2,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,36.75,pfam00155,KO:K00811,51.7,EC:2.6.1.1
WOR52_10029896,WOR1_52_54_28783,#N/A,37.6201,5622,WOR52_100298963,WOR52_10029896.9,3581,5416,1835,2506470759,2506381024,63.7,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497","Glucosamine 6-phosphate synthetase, contains amidotransferase and phosphosugar isomerase domains",COG0449,COG0449,53.51,pfam00310,KO:K00820,62.3,EC:2.6.1.16
WOR52_10034734,WOR1_52_54_33838,#N/A,34.254,5141,WOR52_100347341,WOR52_10034734.1,2,697,695,2506470829,2506381024,65.1,"Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Caldithrix;abyssi;Caldithrix abyssi LF13, DSM 13497",Aspartate/tyrosine/aromatic aminotransferase,COG0436,COG0436,36.73,pfam00155,KO:K00812,61.6,EC:2.6.1.1
WOR52_10018495,WOR1_52_54_16804,74-4,35.7086,7480,WOR52_100184951,WOR52_10018495.1,2,235,233,2517672381,2517572053,39.2,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidate Division TM7;bacterium;Candidate Division TM7 bacterium JGI 0001002-L20,Peptidase family M20/M25/M40,pfam01546,,,pfam01546,,,
WOR52_10007146,WOR1_52_54_4672,24,61.2151,30236,WOR52_100071468,WOR52_10007146.27,8349,11912,3563,2514197287,2513237208,27,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam07705,,,
WOR52_10004312,WOR1_52_54_1549,24,60.81,22914,WOR52_1000431211,WOR52_10004312.32,9285,13154,3869,2514197029,2513237208,30.9,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,COG1843,32.31,pfam08126,,,
WOR52_10034397,WOR1_52_54_33481,24,61.4226,7831,WOR52_100343972,WOR52_10034397.5,1281,3449,2168,2514197697,2513237208,31.7,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam08126,,,
WOR52_10034397,WOR1_52_54_33481,24,61.4226,7831,WOR52_100343973,WOR52_10034397.10,3598,7197,3599,2514196852,2513237208,29.7,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam10633,,,
WOR52_10021626,WOR1_52_54_20099,24,61.2886,7326,WOR52_100216262,WOR52_10021626.6,598,2718,2120,2514197697,2513237208,36.9,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam08126,,,
WOR52_10021626,WOR1_52_54_20099,24,61.2886,7326,WOR52_100216263,WOR52_10021626.8,2949,6734,3785,2514196852,2513237208,31,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam10633,,,
WOR52_10030716,WOR1_52_54_29644,24,61.8083,5530,WOR52_100307165,WOR52_10030716.11,4659,5528,869,2514196587,2513237208,40.7,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR52_10011230,WOR1_52_54_9076,26,52.6015,21142,WOR52_1001123013,WOR52_10011230.36,9428,11617,2189,2514197379,2513237208,27.9,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,COG1843,32.61,pfam13860,,,
WOR52_10006133,WOR1_52_54_3570,26,53.7347,15811,WOR52_100061337,WOR52_10006133.20,13847,15811,1964,2514196579,2513237208,27,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam06399,,,
WOR52_10013599,WOR1_52_54_11606,30,39.974,12293,WOR52_1001359910,WOR52_10013599.34,9230,12292,3062,2514197379,2513237208,29.7,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam07705,,,
WOR52_10015146,WOR1_52_54_13251,30,38.2577,8414,WOR52_100151463,WOR52_10015146.8,829,1299,470,2514196711,2513237208,53.7,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Aminotransferase class I and II,pfam00155,COG1167,37.5,pfam13475,KO:K05825,47.3,EC:2.6.1.-
WOR52_10008761,WOR1_52_54_6418,54,45.443,29032,WOR52_100087613,WOR52_10008761.8,3892,6180,2288,2514197609,2513237208,40.6,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam03785,KO:K08589,33.1,EC:3.4.22.37
WOR52_10033803,WOR1_52_54_32866,54,46.6029,5225,WOR52_100338031,WOR52_10033803.1,2,3064,3062,2514197380,2513237208,25.3,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam01345,,,
WOR52_10002997,WOR1_52_54_1,63,54.6738,239204,WOR52_10002997172,WOR52_10002997.547,178821,182882,4061,2514196839,2513237208,22.9,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam13860,,,
WOR52_10005980,WOR1_52_54_3406,70,42.7655,16677,WOR52_100059802,WOR52_10005980.5,272,541,269,2514197287,2513237208,49.2,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam01364,,,
WOR52_10004769,WOR1_52_54_2056,78,39.4199,20066,WOR52_1000476925,WOR52_10004769.83,18801,20066,1265,2514197697,2513237208,28.3,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam01364,,,
WOR52_10005000,WOR1_52_54_2314,78,39.0553,19032,WOR52_100050001,WOR52_10005000.1,2,1084,1082,2514196587,2513237208,38.9,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Zinc carboxypeptidase,pfam00246,,,pfam00246,,,
WOR52_10019877,WOR1_52_54_18267,78,39.81,11050,WOR52_100198771,WOR52_10019877.1,2,1783,1781,2514196807,2513237208,27.5,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Clostripain family,pfam03415,,,pfam03415,,,
WOR52_10006296,WOR1_52_54_3750,54-2,46.0823,18072,WOR52_100062968,WOR52_10006296.24,6431,9898,3467,2514196852,2513237208,32.5,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,COG1361,24.14,pfam10633,,,
WOR52_10006296,WOR1_52_54_3750,54-2,46.0823,18072,WOR52_1000629610,WOR52_10006296.31,11261,12955,1694,2514197697,2513237208,26.5,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,COG1843,34.04,pfam13860,,,
WOR52_10006296,WOR1_52_54_3750,54-2,46.0823,18072,WOR52_1000629612,WOR52_10006296.37,16014,18071,2057,2514197029,2513237208,28.1,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam13620,,,
WOR52_10001164,16525,54-2,44.8245,11081,WOR52_100011648,WOR52_10001164.30,6228,7856,1628,2514197697,2513237208,26,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam13860,,,
WOR52_10013023,WOR1_52_54_10998,54-2,44.3844,9260,WOR52_100130232,WOR52_10013023.5,670,2328,1658,2514197609,2513237208,24,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam13860,,,
WOR52_10015805,WOR1_52_54_13955,54-3,46.1767,15118,WOR52_100158051,WOR52_10015805.1,241,3510,3269,2514197029,2513237208,27.6,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam00404,,,
WOR52_10010924,WOR1_52_54_8743,54-3,44.4081,10390,WOR52_100109246,WOR52_10010924.13,2408,4693,2285,2514197609,2513237208,41.4,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam00404,KO:K08589,33.5,EC:3.4.22.37
WOR52_10005084,WOR1_52_54_2405,70-1,43.286,18752,WOR52_100050849,WOR52_10005084.26,9246,11549,2303,2514196579,2513237208,27.8,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam14352,,,
WOR52_10027284,WOR1_52_54_26046,78-1,45.4039,10052,WOR52_100272842,WOR52_10027284.5,2426,5392,2966,2514197380,2513237208,25.6,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam13620,,,
WOR52_10032031,WOR1_52_54_31012,78-1,42.449,5390,WOR52_100320311,WOR52_10032031.1,55,2199,2144,2514196433,2513237208,28.7,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam08126,,,
WOR52_10000610,15971,78-2,43.0379,63156,WOR52_100006108,WOR52_10000610.16,5812,7956,2144,2514196433,2513237208,26.2,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam08126,,,
WOR52_10004723,WOR1_52_54_2005,78-2,39.9865,34009,WOR52_100047231,WOR52_10004723.1,2,2467,2465,2514196579,2513237208,27.7,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,COG3401,16.54,pfam08126,,,
WOR52_10009588,WOR1_52_54_7307,78-2,45.9144,11308,WOR52_100095889,WOR52_10009588.29,8255,11308,3053,2514197287,2513237208,27.1,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,COG1361,20.67,pfam07705,,,
WOR52_10021072,WOR1_52_54_19522,78-2,45,9120,WOR52_100210724,WOR52_10021072.11,4324,7365,3041,2514197379,2513237208,27.4,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,COG1361,24.58,pfam01345,,,
WOR52_10036352,WOR1_52_54_35528,78-2,41.7299,5006,WOR52_100363525,WOR52_10036352.10,2075,4216,2141,2514196579,2513237208,22.5,Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria;Candidatus Cloacamonas;unclassified Candidatus Cloacamonas;Candidatus Cloacamonas acidaminovorans,Peptidase family C25,pfam01364,,,pfam08126,,,
